Active Learning Iteration,Metric,Value,Run,Set,Model
5,Precision,0.7865168539325843,0,train,Discriminative
5,Recall,0.4069767441860465,0,train,Discriminative
5,Accuracy,0.8476070528967254,0,train,Discriminative
10,MCC,0.5564879721726055,0,train,Discriminative
10,Precision,0.8137254901960784,0,train,Discriminative
10,Recall,0.48255813953488375,0,train,Discriminative
10,Accuracy,0.8639798488664987,0,train,Discriminative
15,MCC,0.6084089845988792,0,train,Discriminative
15,Precision,0.7703703703703704,0,train,Discriminative
15,Recall,0.6046511627906976,0,train,Discriminative
15,Accuracy,0.8753148614609572,0,train,Discriminative
20,MCC,0.581859347224671,0,train,Discriminative
20,Precision,0.948051948051948,0,train,Discriminative
20,Recall,0.42441860465116277,0,train,Discriminative
20,Accuracy,0.8702770780856424,0,train,Discriminative
25,MCC,0.5902445300610181,0,train,Discriminative
25,Precision,0.7310344827586207,0,train,Discriminative
25,Recall,0.6162790697674418,0,train,Discriminative
25,Accuracy,0.8677581863979849,0,train,Discriminative
30,MCC,0.5940767957189689,0,train,Discriminative
30,Precision,0.7115384615384616,0,train,Discriminative
30,Recall,0.6453488372093024,0,train,Discriminative
30,Accuracy,0.8664987405541562,0,train,Discriminative
35,MCC,0.6175473181237855,0,train,Discriminative
35,Precision,0.7737226277372263,0,train,Discriminative
35,Recall,0.6162790697674418,0,train,Discriminative
35,Accuracy,0.8778337531486146,0,train,Discriminative
40,MCC,0.6119803938444193,0,train,Discriminative
40,Precision,0.7761194029850746,0,train,Discriminative
40,Recall,0.6046511627906976,0,train,Discriminative
40,Accuracy,0.8765743073047859,0,train,Discriminative
45,MCC,0.5940767957189689,0,train,Discriminative
45,Precision,0.7115384615384616,0,train,Discriminative
45,Recall,0.6453488372093024,0,train,Discriminative
45,Accuracy,0.8664987405541562,0,train,Discriminative
50,MCC,0.608235811161717,0,train,Discriminative
50,Precision,0.7535211267605634,0,train,Discriminative
50,Recall,0.622093023255814,0,train,Discriminative
50,Accuracy,0.8740554156171285,0,train,Discriminative
0,MCC,0.30563980437291594,1,train,Discriminative
0,Precision,0.6610169491525424,1,train,Discriminative
0,Recall,0.22674418604651161,1,train,Discriminative
0,Accuracy,0.8073047858942065,1,train,Discriminative
5,MCC,0.18507955754516564,1,train,Discriminative
5,Precision,0.7857142857142857,1,train,Discriminative
5,Recall,0.06395348837209303,1,train,Discriminative
5,Accuracy,0.7934508816120907,1,train,Discriminative
10,MCC,0.5549354696939172,1,train,Discriminative
10,Precision,0.8902439024390244,1,train,Discriminative
10,Recall,0.42441860465116277,1,train,Discriminative
10,Accuracy,0.8639798488664987,1,train,Discriminative
15,MCC,0.5834463942391155,1,train,Discriminative
15,Precision,0.8571428571428571,1,train,Discriminative
15,Recall,0.4883720930232558,1,train,Discriminative
15,Accuracy,0.871536523929471,1,train,Discriminative
20,MCC,0.49470648519135074,1,train,Discriminative
20,Precision,0.9636363636363636,1,train,Discriminative
20,Recall,0.3081395348837209,1,train,Discriminative
20,Accuracy,0.8476070528967254,1,train,Discriminative
25,MCC,0.5738495501526734,1,train,Discriminative
25,Precision,0.8777777777777778,1,train,Discriminative
25,Recall,0.45930232558139533,1,train,Discriminative
25,Accuracy,0.8690176322418136,1,train,Discriminative
30,MCC,0.616009671448166,1,train,Discriminative
30,Precision,0.8666666666666667,1,train,Discriminative
30,Recall,0.5290697674418605,1,train,Discriminative
30,Accuracy,0.8803526448362721,1,train,Discriminative
35,MCC,0.5927103771260068,1,train,Discriminative
35,Precision,0.875,1,train,Discriminative
35,Recall,0.4883720930232558,1,train,Discriminative
35,Accuracy,0.8740554156171285,1,train,Discriminative
40,MCC,0.596257007499779,1,train,Discriminative
40,Precision,0.7795275590551181,1,train,Discriminative
40,Recall,0.5755813953488372,1,train,Discriminative
40,Accuracy,0.8727959697732998,1,train,Discriminative
45,MCC,0.588346857288515,1,train,Discriminative
45,Precision,0.8514851485148515,1,train,Discriminative
45,Recall,0.5,1,train,Discriminative
45,Accuracy,0.8727959697732998,1,train,Discriminative
50,MCC,0.5247960130654592,1,train,Discriminative
50,Precision,0.8536585365853658,1,train,Discriminative
50,Recall,0.4069767441860465,1,train,Discriminative
50,Accuracy,0.8564231738035264,1,train,Discriminative
0,MCC,0.24978750333644353,2,train,Discriminative
0,Precision,0.71875,2,train,Discriminative
0,Recall,0.13372093023255813,2,train,Discriminative
0,Accuracy,0.801007556675063,2,train,Discriminative
5,MCC,0.5149998138355338,2,train,Discriminative
5,Precision,0.8783783783783784,2,train,Discriminative
5,Recall,0.37790697674418605,2,train,Discriminative
5,Accuracy,0.853904282115869,2,train,Discriminative
10,MCC,0.5693757795495924,2,train,Discriminative
10,Precision,0.845360824742268,2,train,Discriminative
10,Recall,0.47674418604651164,2,train,Discriminative
10,Accuracy,0.8677581863979849,2,train,Discriminative
15,MCC,0.5975224427042731,2,train,Discriminative
15,Precision,0.8613861386138614,2,train,Discriminative
15,Recall,0.5058139534883721,2,train,Discriminative
15,Accuracy,0.8753148614609572,2,train,Discriminative
20,MCC,0.6013647250349972,2,train,Discriminative
20,Precision,0.7591240875912408,2,train,Discriminative
20,Recall,0.6046511627906976,2,train,Discriminative
20,Accuracy,0.8727959697732998,2,train,Discriminative
25,MCC,0.6276545128609738,2,train,Discriminative
25,Precision,0.7730496453900709,2,train,Discriminative
25,Recall,0.6337209302325582,2,train,Discriminative
25,Accuracy,0.8803526448362721,2,train,Discriminative
30,MCC,0.5973836497562488,2,train,Discriminative
30,Precision,0.8762886597938144,2,train,Discriminative
30,Recall,0.4941860465116279,2,train,Discriminative
30,Accuracy,0.8753148614609572,2,train,Discriminative
35,MCC,0.531494554308691,2,train,Discriminative
35,Precision,0.8105263157894737,2,train,Discriminative
35,Recall,0.4476744186046512,2,train,Discriminative
35,Accuracy,0.8576826196473551,2,train,Discriminative
40,MCC,0.5893270185803824,2,train,Discriminative
40,Precision,0.8317757009345794,2,train,Discriminative
40,Recall,0.5174418604651163,2,train,Discriminative
40,Accuracy,0.8727959697732998,2,train,Discriminative
45,MCC,0.531494554308691,2,train,Discriminative
45,Precision,0.8105263157894737,2,train,Discriminative
45,Recall,0.4476744186046512,2,train,Discriminative
45,Accuracy,0.8576826196473551,2,train,Discriminative
50,MCC,0.5300532556710388,2,train,Discriminative
50,Precision,0.8390804597701149,2,train,Discriminative
50,Recall,0.42441860465116277,2,train,Discriminative
50,Accuracy,0.8576826196473551,2,train,Discriminative
0,MCC,0.03652607768972369,0,test,Discriminative
0,Precision,0.3333333333333333,0,test,Discriminative
0,Recall,0.025,0,test,Discriminative
0,Accuracy,0.7783783783783784,0,test,Discriminative
5,MCC,0.427864494059921,0,test,Discriminative
5,Precision,0.7368421052631579,0,test,Discriminative
5,Recall,0.35,0,test,Discriminative
5,Accuracy,0.8324324324324325,0,test,Discriminative
10,MCC,0.5571264519437977,0,test,Discriminative
10,Precision,0.8571428571428571,0,test,Discriminative
10,Recall,0.45,0,test,Discriminative
10,Accuracy,0.8648648648648649,0,test,Discriminative
15,MCC,0.5054474040138233,0,test,Discriminative
15,Precision,0.7307692307692307,0,test,Discriminative
15,Recall,0.475,0,test,Discriminative
15,Accuracy,0.8486486486486486,0,test,Discriminative
20,MCC,0.4951312080094844,0,test,Discriminative
20,Precision,0.9285714285714286,0,test,Discriminative
20,Recall,0.325,0,test,Discriminative
20,Accuracy,0.8486486486486486,0,test,Discriminative
25,MCC,0.5983306584635801,0,test,Discriminative
25,Precision,0.7352941176470589,0,test,Discriminative
25,Recall,0.625,0,test,Discriminative
25,Accuracy,0.8702702702702703,0,test,Discriminative
30,MCC,0.5509090859824899,0,test,Discriminative
30,Precision,0.6857142857142857,0,test,Discriminative
30,Recall,0.6,0,test,Discriminative
30,Accuracy,0.8540540540540541,0,test,Discriminative
35,MCC,0.52214845458039,0,test,Discriminative
35,Precision,0.76,0,test,Discriminative
35,Recall,0.475,0,test,Discriminative
35,Accuracy,0.8540540540540541,0,test,Discriminative
40,MCC,0.4895246247922199,0,test,Discriminative
40,Precision,0.7037037037037037,0,test,Discriminative
40,Recall,0.475,0,test,Discriminative
40,Accuracy,0.8432432432432433,0,test,Discriminative
45,MCC,0.5644283087497173,0,test,Discriminative
45,Precision,0.7058823529411765,0,test,Discriminative
45,Recall,0.6,0,test,Discriminative
45,Accuracy,0.8594594594594595,0,test,Discriminative
50,MCC,0.5639082433438098,0,test,Discriminative
50,Precision,0.7777777777777778,0,test,Discriminative
50,Recall,0.525,0,test,Discriminative
50,Accuracy,0.8648648648648649,0,test,Discriminative
0,MCC,0.1647882654007654,1,test,Discriminative
0,Precision,0.5,1,test,Discriminative
0,Recall,0.125,1,test,Discriminative
0,Accuracy,0.7837837837837838,1,test,Discriminative
5,MCC,0.2830379784367622,1,test,Discriminative
5,Precision,1.0,1,test,Discriminative
5,Recall,0.1,1,test,Discriminative
5,Accuracy,0.8054054054054054,1,test,Discriminative
10,MCC,0.5147435684620654,1,test,Discriminative
10,Precision,0.8823529411764706,1,test,Discriminative
10,Recall,0.375,1,test,Discriminative
10,Accuracy,0.8540540540540541,1,test,Discriminative
15,MCC,0.5372135335933079,1,test,Discriminative
15,Precision,0.8181818181818182,1,test,Discriminative
15,Recall,0.45,1,test,Discriminative
15,Accuracy,0.8594594594594595,1,test,Discriminative
20,MCC,0.5655554271479238,1,test,Discriminative
20,Precision,1.0,1,test,Discriminative
20,Recall,0.375,1,test,Discriminative
20,Accuracy,0.8648648648648649,1,test,Discriminative
25,MCC,0.5143726158097411,1,test,Discriminative
25,Precision,0.8421052631578947,1,test,Discriminative
25,Recall,0.4,1,test,Discriminative
25,Accuracy,0.8540540540540541,1,test,Discriminative
30,MCC,0.5777786371503536,1,test,Discriminative
30,Precision,0.8636363636363636,1,test,Discriminative
30,Recall,0.475,1,test,Discriminative
30,Accuracy,0.8702702702702703,1,test,Discriminative
35,MCC,0.52214845458039,1,test,Discriminative
35,Precision,0.76,1,test,Discriminative
35,Recall,0.475,1,test,Discriminative
35,Accuracy,0.8540540540540541,1,test,Discriminative
40,MCC,0.4743104346742778,1,test,Discriminative
40,Precision,0.6785714285714286,1,test,Discriminative
40,Recall,0.475,1,test,Discriminative
40,Accuracy,0.8378378378378378,1,test,Discriminative
45,MCC,0.5989655234450995,1,test,Discriminative
45,Precision,0.84,1,test,Discriminative
45,Recall,0.525,1,test,Discriminative
45,Accuracy,0.8756756756756757,1,test,Discriminative
50,MCC,0.536462702924161,1,test,Discriminative
50,Precision,0.8888888888888888,1,test,Discriminative
50,Recall,0.4,1,test,Discriminative
50,Accuracy,0.8594594594594595,1,test,Discriminative
0,MCC,0.10247926805468975,2,test,Discriminative
0,Precision,0.5,2,test,Discriminative
0,Recall,0.05,2,test,Discriminative
0,Accuracy,0.7837837837837838,2,test,Discriminative
5,MCC,0.56019825111862,2,test,Discriminative
5,Precision,0.9411764705882353,2,test,Discriminative
5,Recall,0.4,2,test,Discriminative
5,Accuracy,0.8648648648648649,2,test,Discriminative
10,MCC,0.5006287543787901,2,test,Discriminative
10,Precision,0.75,2,test,Discriminative
10,Recall,0.45,2,test,Discriminative
10,Accuracy,0.8486486486486486,2,test,Discriminative
15,MCC,0.6205815605979861,2,test,Discriminative
15,Precision,0.95,2,test,Discriminative
15,Recall,0.475,2,test,Discriminative
15,Accuracy,0.8810810810810811,2,test,Discriminative
20,MCC,0.6042064518409523,2,test,Discriminative
20,Precision,0.7931034482758621,2,test,Discriminative
20,Recall,0.575,2,test,Discriminative
20,Accuracy,0.8756756756756757,2,test,Discriminative
25,MCC,0.5780047873333561,2,test,Discriminative
25,Precision,0.6842105263157895,2,test,Discriminative
25,Recall,0.65,2,test,Discriminative
25,Accuracy,0.8594594594594595,2,test,Discriminative
30,MCC,0.4786241336593792,2,test,Discriminative
30,Precision,0.7391304347826086,2,test,Discriminative
30,Recall,0.425,2,test,Discriminative
30,Accuracy,0.8432432432432433,2,test,Discriminative
35,MCC,0.4966484300362622,2,test,Discriminative
35,Precision,0.7727272727272727,2,test,Discriminative
35,Recall,0.425,2,test,Discriminative
35,Accuracy,0.8486486486486486,2,test,Discriminative
40,MCC,0.5006287543787901,2,test,Discriminative
40,Precision,0.75,2,test,Discriminative
40,Recall,0.45,2,test,Discriminative
40,Accuracy,0.8486486486486486,2,test,Discriminative
45,MCC,0.5576266766846512,2,test,Discriminative
45,Precision,0.8947368421052632,2,test,Discriminative
45,Recall,0.425,2,test,Discriminative
45,Accuracy,0.8648648648648649,2,test,Discriminative
50,MCC,0.5174507126548821,2,test,Discriminative
50,Precision,0.9333333333333333,2,test,Discriminative
50,Recall,0.35,2,test,Discriminative
50,Accuracy,0.8540540540540541,2,test,Discriminative
